,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
193,LINC01500,COL4A4,TANC1,BMP7,HLA-B,FKBP5,NCKAP5,MAF,LTBP1,PRDM16,ROBO2,ATP10A,PDLIM5,HPSE2,GPC5,C8orf34,IL1R1,NLRP1,LTBP1,C10orf90,FCMR,LRRC32,LDB3,TXNIP
194,ATP10A,JAML,HLA-C,LINC02694,LINC01098,LINC02997,HLA-DRA,AEBP1,LINC02072,CDH19,PIEZO2,LYZ,CDH20,CD58,CCR1,DIPK2B,TNFRSF13B,JAML,SPATA22,LILRA4,CHST3,ADAM33,TRIM38,LINC00924
195,SCD,LINC02432,C1QC,BOK,ZNF98,TRIM38,BGN,BCL2A1,ARRDC5,MARCO,CNTN5,SLC2A9,VAV3,C1QB,HEPACAM,SULF2,PTGDS,RGS5,NDRG1,ZFP36L2,TMEM63A,CLEC5A,SRARP,ABTB2
196,CD82,HLA-C,DOCK5,GLUL,MYO10,PHLDB1,SRARP,TGFB2,CDH1,SLCO1C1,PDE7B-AS1,GPRIN3,ZHX2,CD96,BTNL9,ATP10A,PHLPP1,PDK4,RYR3,OLIG2,TMTC2,EYA1,FGFR3,FGD3
197,APOD,TSPAN15,COL4A4,NFIA,TMEM132C,PLA1A,MITF,CDK18,PAWR,RGR,SEMA6A-AS1,EMC10,OBI1-AS1,NLRP1,IL1RAPL2,ARHGAP22,ATP10B,ARHGAP22,PLXDC2,NLRP1,CXCL14,RREB1,PCA3,MLPH
198,ETS1,TMEM119,SMOC1,ABTB2,RNF220,ADARB2,ADAMTS9-AS2,SLC7A2,CA2,SLFN12L,MT2A,CD74,EPSTI1,CHD7,EBF1,ST18,SERPINE1,CPAMD8,LINC03002,LOC105375483,VSIR,TMEM163,PNOC,TMEM163
199,RBPMS,PARVG,CXCL14,PCSK5,CHI3L2,LTF,GRIK1,ATP1B2,LYZ,COL5A3,GNA14,TAL1,KAT2B,ACSS1,RGCC,BST2,LYVE1,PLD5,MYO15B,CECR2,LINC02642,CRH,EYS,CXCR4
200,FCGRT,GPR34,HIP1,DISC1FP1,THBS1,MECOM,CLIC1,TMEM132C,IL13RA1,PCAT1,PARD3B,TYROBP,TINAGL1,TMEM63A,LINC01317,EYA1,CDKN1C,ALOX5AP,PRDM16,LOC100507336,TLR2,HLA-DRA,SCIN,AIF1L
201,CD14,MGP,TNFAIP8,H2BC4,TGM2,CDH20,AGT,PTGDS,LAPTM5,HES5,TIE1,MYH11,TSHZ2,ZIC1,TENM1,SAMMSON,MS4A4A,ADGRE2,KCNN3,SLC1A5,LINC00639,LMO2,ABCA2,ADORA3
202,ARHGAP6,IL18R1,LINC01299,HS3ST4,B4GALT1,WAKMAR2,PCAT1,NOS1,TLR4,RYR3,CYP27A1,SH3BP4,LOC102724289,ADGRE2,DCN,OLIG1,EZR,FOXO1,IRAG1,CLEC12A,ZFP36L1,SPATA22,FOS,ACSM5
203,LINC01482,RASSF2,ST18,APOC2,NDST4,ACSL1,MSR1,SCN10A,CYP27A1,MSR1,OPALIN,PARD3B,TPRG1,GAB3,KCNJ10,SH3BP4,IFI44,MEIS1,LINC00351,CPB2-AS1,PCDH15,ITIH5,LOC442497,TYROBP
204,BGN,COL9A2,TAL1,LINC00463,ANKRD37,PMAIP1,GYPC,NXN,FENDRR,LINC00924,APOC1,CD84,UGT8,SEMA3E,PI16,CARD11,CD74,RGS12,LOC101927560,XYLT1,IL18R1,H2AC6,SLC25A48,CNTN2
205,EYA2,RIN3,TMT1A,RASGEF1B,DOCK8,PITPNC1,CCDC26,EMP2,ETNPPL,CSF1R,SLC35F4,TMEM235,WIF1,LINC00639,TLR1,LYPD6,C1QC,C10orf90,H2AC6,LOC101928516,IGHA1,ACACB,ZFP36L1,PCK1
206,THSD7A,GJA1,LOC100507336,SDK1,ACVRL1,OTULINL,MECOM,SLC24A3,SLC24A3,INPP5D,P2RY13,SLC6A12,SLC25A48,SEMA6A-AS1,RIN2,LOC105375483,ADAM33,BIN2,ERMN,APOC2,SP100,GIMAP1,LINC03069,ITPR2
207,LOC105377448,LINC00548,BCHE,PRDM16,CERNA2,TNFRSF10B,ZFHX4,HBA2,EOMES,CMKLR1,GSN,ARHGAP22,EMX2OS,IKZF1,ITIH5,STAB1,PRUNE2,MEGF11,TMEM98,FOXO1,LINC01736,TPD52L1,RFTN2,S100A4
208,ARHGAP15,C1QB,C1QA,LYZ,DPP10,ITGB5,RHOJ,CD58,MAL,ELMO1-AS1,SDC4,PLPP2,MYL9,TBX2,CFH,SIGLEC8,NCF1,CIITA,KIAA1217,QKI,IL1RAPL2,SP110,C11orf96,NTN1
209,SLC22A3,TMEM156,PECAM1,EPSTI1,LOC101927314,FERMT1,PAWR,LINC01036,THSD4,CXCR4,LOC101929538,HSPB1,LURAP1L-AS1,MERTK,LYN,MT1F,SLCO2B1,LOC105375523,MYH11,PREX1,RGL3,SLC12A7,HILPDA,ACY3
210,ARHGEF26,CLEC4E,MYRF,PPFIBP2,CCL2,CFAP47,LINC00548,SYT6,LHFPL2,MAF,IGFBP5,THBS2,CNTN2,PCAT1,CBLN2,HEPACAM,APOC2,LINC01736,TNFAIP8,APOBR,TRPC6,CCL19,BST2,PDK4
211,PLXDC2,CASP10,LOC105376244,PRELID2,PTPRC,L3MBTL4,TRIM22,RASSF8,MITF,L3MBTL4,PDE1C,MAML2,NLRP1,LINC02511,MROCKI,CYP4F12,ITGA8,HIF1A,CLMN,SINHCAF,NHSL1,ABI3BP,COL21A1,CPB2-AS1
212,PRIMA1,CLDN5,LYPD6,CGNL1,TRIM22,CARNS1,SAMD4A,LGALS9,COL4A5,CD300A,QKI,PRDM16,HIF3A,SRARP,SPTLC3,KMO,LINC01445,UGT8,NLRP1,FREM2,GPR37L1,IGFBP7,LCP2,SPATA13
213,LINC00463,BST2,H2BC8,MS4A7,CPQ,ENTPD1,MRC2,CYP19A1,KIT,TGFBR2,CXCL14,NOS1,HCG22,LINC00320,CLEC7A,HLA-B,NCF2,SLC2A9,IGFBP5,HLA-DMB,IFI44L,CYP4F12,PRELID2,ADGRV1
214,ZNF385D,LINC01317,MECOM,FAM114A1,AHNAK,LINC01317,AHNAK,CHRNA7,RHOJ,KIT,SEMA6A,LTBP1,HSPB1,ACSBG1,ADGRD1,THBS1,NDRG2,SLCO1B1,IL1R1,C4orf19,AZGP1,SPTLC3,CYP1B1,EVA1B
215,HIP1,GYPC,EMP2,ANXA8,BNC2,MIR4300HG,SLFN12,FCGR2A,NXPH2,LINC01687,BST2,LRRC63,MITF,RUNX3,MCAM,MID1,RHBDF2,CERNA2,PECAM1,TM4SF18,TPD52L1,DPP10,SRPX2,DHRS3
216,H2BC11,SLC35D2,MSR1,DBNDD2,BOK,SP100,AEBP1,HSPB8,AHNAK,BTK,OLMALINC,DAPK2,RANBP3L,VEGFA,CRISPLD2,LINC02997,LPAR5,COL6A3,EMX2OS,LAMA4,HLA-DRA,HLA-DRB5,SOX10,SASH1
217,CNTN5,TAGLN,MS4A6A,MAML2,IPCEF1,LINC01091,SGCZ,IKZF1,H2AC6,PLEKHB1,GPRIN3,HLA-DRA,CHST11,ADAMTS6,IL32,LRRC63,WDR49,PLPPR1,GRAMD2B,LOC124909494,GIMAP7,WIF1,IFI30,LST1
218,NOTCH3,TNFSF8,GRAMD2B,LINC00472,PCDH11Y,SYNE2,CLEC5A,SIGLEC11,SYT6,CDH20,CPNE2,PELI1,SLC35F4,LHFPL3,MAML3,GRIN3A,MKI67,SLC2A5,STAB1,TMEM273,LYPD6,CD84,LOC107984203,LOC101927141
219,PON2,NOTCH2,PTPRZ1,KAT2B,LINC01470,SLFN12,POLR2F,FGD3,ATP10A,C7,TMCC3,DUSP1,MSR1,ALOX15B,APCDD1,LOC105377188,SSPN,EGFR,GNA14,TENM1,LUZP2,CTSB,SLC16A1,PBX3
220,LAMP2,SAMD4A,SLC25A48,TMEM63A,MAF,LINC03013,DOCK5,ZC3HAV1,LPCAT2,APOD,FOXO1,LTC4S,FA2H,CYTL1,LINC01265,TYROBP,CCDC26,KCNH8,CASP4,HLA-E,SLFN12,NR4A3,GPR149,APOLD1
221,LOC285626,RNF144B,SLC39A11,RHBDF2,B2M,MT1A,FRMD4B,SIPA1,LINC01098,LINC02055,STC1,LAMA3,VIM,C3AR1,PRDM16,GEM,ZIC1,AGA-DT,ACSBG1,MEIS1,SULF1,CCDC200,RFX4,CSRP1
222,PTPRZ1,LINC01010,LINC00924,TANC1,C1orf87,LOC105369147,FKBP5,COL5A3,ZFP36L2,TACR1,FBLN1,AHNAK,EPS8,GNA14,SLAMF6,LINC00299,SEMA3E,SH3TC1,FOXP2,LYVE1,XAF1,CARD11,LINC00276,IGKC
223,GPR37,TAGLN2,LOC102546299,PIEZO2,APOC2,HS3ST4,ABCA8,PWRN1,BST2,CNTN2,DDIT4,MYRF,PWRN1,THSD4,RFTN2,LINC02055,ZFP36L1,CD99,ITGA6,TRPS1,FSHR,MILR1,PCED1B,ZCCHC24
224,EMX2,TRIM22,IGFBP7,ARHGAP31,TMEM98,MT1M,PDK4,LOC101929538,CGNL1,VEGFA,DOCK10,F11-AS1,PCDH15,TF,ARHGAP45,ZFHX4,OLMALINC,SFMBT2,FBXL7,GPRIN3,SPN,SDC4,LINC01960,RGMA
225,COL3A1,SLC2A9,GRIN3A,CD74,PARVG,LOC101929626,GPR17,IL18RAP,AEBP1,HLA-E,ACSS1,NXPH1,AGT,CD163,CDH5,FGFR3,MAN2A1,PXK,ALDH1A1,COL3A1,DSEL-AS1,NEDD9,FMO2,FCGR3A
226,LAMA2,RGS1,TIMP1,RASGRP3,AZGP1,SAT1,TINAGL1,CA8,RGCC,CLDN5,KYNU,FAM177B,GZMA,LST1,BNC2,FCER1G,MX2,LINC02798,HLA-DQA1,HLA-DRA,LINC00877,ARHGAP15,CDKN1C,WNT5A
227,PDLIM5,ZNF366,PYHIN1,CDC42EP4,PCAT1,ZFP36L1,PBX3,DNAH11,KIAA0040,ITGAX,SEMA3G,ATP11C,GNG12,CD68,LINC02999,VWF,BCAN,LINC01630,ID4,ANOS1,FHL5,CD7,KLF4,LIPG
228,NDNF,PDGFB,PLSCR4,BMP2K,GASK1B-AS1,ITGA2,NIBAN1,CMKLR1,LOC283194,LOC105377862,DIPK1C,CLIC4,MYH11,WDFY4,PRIMA1,DDIT4,OBI1-AS1,MFAP4,KIF19,ERG,LRP2,CD37,TGFB1,C1QB
229,MYO1E,LINC01098,CECR2,SGO1-AS1,MS4A6A,NPSR1-AS1,OLIG1,KANK1,ERMN,ID1,MKI67,APLNR,TMC6,PIK3AP1,CCL2,TAFA4,AIF1L,UTRN,DIPK2B,CYP27A1,DAPK2,RASGEF1C,COL6A2,ITGAX
230,LINC02055,PTCHD4,BHLHE41,PGM5,CHI3L1,ANGPT2,ADAMTS17,TBX18,ADAM33,CNDP1,HEY2-AS1,HBA1,SCHLAP1,PRIMA1,GIMAP5,PTH1R,EMCN,CHODL,CDH23,VSIR,RUNX1,SLC25A18,FAM222A-AS1,FCGRT
231,RFX4,LRP4,BOK,LINC00499,TNS3,AGA-DT,LINC00351,MAL,MYCT1,GPX3,LUZP2,CGNL1,SERPINB9,DNAH11,EMX2,FLI1,MRC1,RANBP3L,IL1R2,PGR,HIP1,CPM,HES1,CPM
232,SH3TC2-DT,VWF,CNP,ARHGAP42,SAMD9L,LOC101927026,SLC6A12,MOBP,CIMAP1B,LINC00548,LST1,ABCA8,KCTD12,UACA,THBS1,ABTB3,TAC3,VRK2,LINC00968,RNF144B,SASH1,KIT,IGFBP7,PLA2G4A
233,LINC00298,PITPNC1,C11orf96,H1-3,PLD5,PARD3,SLC2A9,GRIN3A,SDC4,H2BC8,TGFB2,MARCKSL1,LPAR5,SLC6A12-AS1,CYTL1,GALNTL6,LINC02172,MX2,SERPINH1,SIGLEC8,TRBV18,LOC105375483,RASGRP3,NKX6-2
234,ARHGAP42,LINC00472,PMP2,MEGF10,MYOF,SLCO2B1,ANKRD44,ZBTB20,ITGB5,QKI,CLEC1A,TES,FOXD1,NLRC5,AXL,ZIC1,LINC01748,LINC00499,PRELP,CBLN2,ITPKB,CEBPD,GBP2,MIR223HG
235,LTBP2,IL10RA,MIR223HG,IL17RA,PHLPP1,RNASE1,LINC03069,ABTB3,OLIG2,IFI44,SELPLG,TLR5,ITGB5,NEK3,CCL3L1,LOC102724289,MCAM,L3MBTL4,CACHD1,LINC01317,TPRG1,ROR1,LOC101928516,PARP14
236,KIF6,TFEC,PDK4,LINC02997,VCAN,DENND3,KIAA1755,COL15A1,GRIN3A,PRR18,NLRP1,LINC01684,RAB20,SPATA13,SFMBT2,WDFY4,SRGAP2,LGR5,BCL2A1,THSD4,TGFBR2,STEAP4,LINC02798,AQP4
237,ARRDC5,PPFIBP2,SYT6,GPC5,RAD51B,INPP5D,KCNIP1,SHROOM4,DOCK1,TSPAN15,SCD,AEBP1,CXCL14,DISC1,ETNPPL,PIK3R5,LRRC3B,HSPA1A,LINC02511,HOXA10,HS3ST5,TMEM51,LINC01821,ADCY7
238,RBM47,LOC101929528,PIK3AP1,PLEKHA7,LINC00996,LOC101926964,HGF,TGIF2,SYTL4,AREG,FOLH1,KCNMB1,LOC101927314,CXCL14,NIBAN1,KANK1,LINC02513,LINC02055,PIK3AP1,LINC00609,CSPG4,LOC100506474,PRR18,RNF220
239,B2M,CLEC7A,F3,TRIM22,EPCAM-DT,ADAMTS18,LINC02899,IFI16,TYROBP,RREB1,LINC02899,GGT5,RUNX1,PRELID2,MRC2,LINC01684,ANGPTL4,PYHIN1,CHRM2,SOCS3,CECR2,LEF1,PLTP,LOC101927560
240,NXN,CLEC2B,ARRDC5,EYA2,OAF,RHOU,LINC01098,LAMA3,LINC00511,CTSB,CRYBG3,BACH1,WNT5A,GYPC,PLCE1,ALDH1L1,LYPD6,ZBTB20,APOE,AEBP1,COL9A2,AGTR1,C1QB,SPN
241,STOM,MSN,ATP10A,NLRC5,PPFIBP2,LOC105373170,LNCAROD,HHATL,KIF19,CLEC7A,SERPINA1,NOTCH2,DOCK1,RASGEF1B,LOC101928516,LOC101927141,XRCC4,TMEM98,MIR646HG,TMEM132C,HES1,MIR4300HG,TRPS1,EMP1
242,CDH20,ARHGDIB,SH3TC2,SCN10A,LOC102546299,KCNK13,ACY3,C8orf34,SULF1,CNKSR3,BCL6,SOCS3,TNC,TES,ARHGAP24,MS4A6A,H2BC4,SLC35D2,TLR2,CSRP1,LYL1,GPC3,SVEP1,KANK1
243,EYA1,LINC01091,VSIR,CDH19,PAPLN,SLC2A9,GPR149,ADARB2,SMOC1,MYO1E,TMEM132C,ARHGAP24,COL6A2,PELI1,DOCK1,C7,SNTB1,IL18R1,VIM,CLEC1A,KLHL6,EPS8,CCL14,LINC01411
244,SPP1,FGR,FAT4,CCDC200,CST3,MRC1,SRGAP1,HLA-B,LINC00351,TMEM51,FKBP5,PLCH1,MT1E,RAB20,SERPINA3,KIAA1755,ACVRL1,IL1RN,IRAK3,CIMAP1B,APLNR,CXCL14,ABCA8,IL4R
245,ASPA,TMCC3,CXCL16,GYPC,SLC25A18,EYA1,IFI44,BTNL9,DOCK10,EMCN,AREG,ZIC1,AEBP1,IFI16,HHEX,LOC107985126,IL17RA,POU2AF1,KANK1,ADGRG1,NDST4,RMST,GNG12,IGFBP7
246,LINC00924,CLDND1,CGNL1,DOCK1,PLCG2,STOM,CDH1,MMRN1,UGT8,ADORA3,GRAP2,RHOJ,FLI1,CYBA,SLCO1C1,GPR4,CHI3L1,EPCAM-DT,KLF2,ITPKB,SLC12A7,LINC02232,CFH,LOC105376244
247,ALK,MERTK,IFI44L,CPED1,LTF,FTH1,KIAA0040,SAGE1,KLHL1,CEBPD,STX11,FCRL3,FOXC1,SH3TC1,ZFP36L2,LINC01036,TMC8,SULF1,CSF3R,ITM2A,PLSCR4,ANGPTL4,QDPR,SOX18
248,SEMA3C,FAM222A-AS1,SCIN,SLC2A9,MYO5B,EDNRA,GAD2,APOC1,NLRC5,TMCC3,THSD4,TNFSF8,PRIMA1,KYNU,S100A4,LINC00639,HAPLN2,SRGAP1,GIMAP8,AKAP13,ADAM28,CPNE2,CHI3L1,ABCC9
249,PCAT1,TGFB1,IFI16,RCSD1,TM4SF1,SYTL4,TNFAIP8,CD14,LNCAROD,GATA2,H2BC4,SCN10A,NPAS3,KCTD12,SYNPR,TENM1,FGD3,TNC,MAL,FTL,COL15A1,C1QA,HS3ST4,TMEM63A
250,CP,SELENOP,CCL2,ITGA1,TNFSF10,DUSP1,TRPS1,ZNF385D,S100B,BHLHE41,SHROOM4,CABLES1,C11orf96,CLIC1,FBN2,XAF1,VWA1,LIPG,CSRP1,LOC105377862,FCER1G,EGLN3,ATP10A,CLECL1P
251,PIEZO2,CLEC1A,PLIN5,MIR4527HG,SEMA3C,GJA5,GLI3,GASK1B-AS1,CLIC4,ABTB3,MITF,NXPH2,FGD4,NCF4,FMO2,LUCAT1,CMTM7,CLMN,KIAA1755,HOTAIRM1,PDLIM5,PROX1-AS1,SLC25A18,ARHGAP22
252,CALB2,SDC4,TMEM273,IFI44,ATP1B2,NFIA,LITAF,ADAP2,GAD2,H1-3,GZMH,SUCNR1,GLI3,SLC9A9,PLD5,OLMALINC,NXN,LINC00548,CCL2,VWA1,CACHD1,STARD13-AS,LOC124904701,CLEC7A
253,MBP,FAM107A,TTYH2,LRRC32,ADAMTS14,SERPINE1,C1QC,PLCE1,SELENOP,PAWR,ERMN,ST18,SPN,GASK1B-AS1,DOCK2,GIMAP7,TREM1,LRRC3B,IL18R1,LOC101927314,GEM,SLC39A12,HS3ST2,CD163
254,IFI27,HLA-DQA1,TRIM22,SLC7A11,CHST3,SLC7A2,CACHD1,FRMD4B,STK32B,CA2,PAWR,GREM1,H2AC11,FIRRE,ZIC1,MYO1G,ITGA6,ARHGAP31,TTYH2,HYCC1,C1QC,PNOC,ADM,SLC2A9
255,PLA1A,CD99,AGT,YBX3,MCTP2,LAMA2,NKG7,TNFRSF10C,DOCK5,THSD4,RUNX1,LUZP2,STX11,VSIG4,FAM107B,APOD,CDK18,DLC1,IFI16,ZNF804A,AHNAK,NPFFR2,HBB,KIF6
256,CA2,GIMAP7,ACACB,P2RY12,PCED1B,MAG,APOD,VSIR,OLIG1,PYHIN1,NKX6-2,PAWR,OLIG1,PMP22,ACSBG1,FAM107B,SLC19A1,PDE1C,BIN2,MNDA,CD74,ATP10A,LEF1,BCAS1
257,HSPB1,LUCAT1,GPRIN3,PLIN2,ANXA3,HSPA2,FBLN1,ATP10A,RFTN2,ACSS1,SLC1A3-AS1,SLC1A2,RUNX3,IL6,SERPINA1,CNP,NDUFA4L2,TAL1,C4orf19,PRELID2,JAML,PIK3R5,CTSB,HLA-B
258,PRELID2,CERCAM,ITGB4,DISP1,DOCK5,SPTLC3,ANXA3,TFAP2B,MS4A14,CXCL14,HIF1A,SIPA1,FSHR,MS4A14,KCNK13,PTPRZ1,QDPR,GPR65,ATP1A2,CXCL16,FCRL3,MLPH,MSX2,MSR1
259,ACSBG1,LINC00463,PLD5,PHYHD1,SLCO1C1,PPP1R3C,EMX2,TF,CD84,LINC01374,ASPA,PHLDB1,COL9A2,TTR,H2BC8,LOC100506474,STAB1,PPP1R3C,SMOC1,ALOX5AP,SV2C,APBB1IP,LINC02008,PDGFD
260,PRDM16,ZNF804A,TMTC2,H2BC11,NAMPT,SEMA3E,CPM,CYTIP,ROR2,PSD2,CD22,LOC102724768,LINC01748,TLR4,FOXP2,PDGFRB,BMPR1B,ITGAX,HEPACAM,SELENOP,H2BC8,TNNI2,IQGAP2,EYA2
261,PLEKHG3,LTC4S,MLC1,CDK18,CASP1,NINJ2,PSD2,PMP2,LUZP2,RGCC,LGR5,ITPKB,PLAAT3,PIK3R5,LINC01088,SERPINA1,EMP2,ANKRD22,NTNG1,LY86,KIAA0040,MAF,PTH1R,LOC101927948
262,FAM114A1,HLA-DPB1,IKZF1,APCDD1,RASSF8,ATP1B2,FOXO1,AKR1C2,C3,NDNF,SLC25A48,ANLN,CLMN,SIRPB2,XYLT1,FOXP2,MTUS1,H1-5,CXCL16,LINC01010,MYL9,OLFML3,SAT1,LINC02232
263,LINC02899,IFI16,PGR,LUZP2,PGR,RGMA,MILR1,CYBA,RGR,CARNS1,LINC02884,SHROOM4,GADD45B,TYROBP,LINC02798,AGBL1,ATP11C,CCL20,CLDN5,APCDD1,NLRP1,XRCC4,RGMA,RASAL3
264,TPRG1,TLR1,SELENOP,LRMDA,PCSK5,ADGRG1,ZCCHC24,LINC00540,EMP2,FIRRE,CNDP1,CD163,CLIC4,SELENOP,TNS1,TMEM71,CSF3R,RUNX3,COL4A5,LINC01736,MS4A4E,MS4A7,ZCCHC24,COBLL1
265,EBF1,S100A11,IFNG-AS1,PTN,LINC02798,MTUS1,ADGRD1,LINC01091,FCMR,MBP,ADAM33,C1QB,CHD7,CPAMD8,POU2AF1,LY86,CYBRD1,NPSR1-AS1,KLF4,HSPB1,FAM107B,TRPS1,MFAP4,BNC2
266,TBX2,CT69,ACSBG1,FAM107B,APOC1,ETS1,EYA2,CXCL16,GABRE,YBX3,H2AC6,RFTN2,AREG,C1QA,LINC01877,LINC00877,ADCY7,PLXDC2,MS4A6A,LINC01411,NCKAP1L,ADAP2,ATP6V0D2,COL1A2
267,BCL6,LCP2,VWA1,VWA1,KLF4,NOTCH3,ITPKB,GRIK1,DOCK8,FLI1,HEPACAM,EMX2OS,HTR2C,LMO2,CACNG5,SLC25A18,PIP4K2A,SPATA22,SLC14A1,EPCAM-DT,CSF3R,NDNF,EGFR,CXCL16
268,HLA-DPA1,PCDH11Y,GAD2,VRK2,SEMA5A,KCNIP1,SELPLG,PREX2,KLHL6,PLIN5,AASS,STON2,MGC4859,SCIN,ANXA3,MIR646HG,STEAP1B,RAB20,CSF1R,FOXD1,ZNF385D,FBXL7,PROX1-AS1,SLCO1C1
269,HLA-DOA,SIPA1,FCGR3A,SLCO1C1,TBX2,FGF1,TGM2,ZFHX3,KCNJ10,ISM1,C8orf34,MYL9,S100Z,TMCC3,KLHL6,BMP6,LOC105377862,TMEM119,ETNPPL,HGF,VWF,PHLPP1,SELENOP,OBI1-AS1
270,HBB,CD84,HSPA1B,CRYBG3,ABCC4,BCAS1,SERPINA1,HIF3A,VIM,CST3,TMEM98,ADAMTS1,AASS,MS4A7,SRPX2,IL17RA,ACSM5,RIPOR3,LINC02263,SV2C,ZIC1,TMT1A,LUCAT1,ADAMTSL1
271,MSR1,VSIR,HLA-DPA1,MYOF,CLIC1,SASH3,CEACAM4,HGF,SLCO1A2,ATF3,SLC27A6,TBX2,CDH19,CLEC7A,PTGDS,CPB2-AS1,BMP7,PIEZO2,LNCAROD,CST3,ELMO1,ZFP36,DPYD-AS1,KLF2
272,FBLN1,NKAIN3,FOXP2,TTR,ZIC1,AKR1C2,SDC4,MRC1,KANK1,GRIN3A,GJA5,MLC1,PDGFD,RELN,EMX2OS,TPRG1,IFI44L,LINC00676,XAF1,TRPM3,TCF7L1,CLIC4,LINC01317,MX2
273,RIPOR3,GIMAP5,LRP4,AGBL1,ACSM5,DPP10-AS3,RBM47,EMID1,LRRC63,IL32,RASGEF1C,EMX2,GPX3,FCGR2A,LINC01099,MIR3681HG,BCHE,LOC283194,IFITM3,ADGRV1,LINC01411,ALDH1L1,MOG,MECOM
274,SINHCAF,TRIM56,RHOJ,LINC00278,ITGAX,NOTCH2,RGS12,PRDM16-DT,GNG12,APOC2,GIMAP4,ITGB4,TIE1,BHLHE41,H2BC18,CLEC7A,PRELP,ERBB3,HSPB1,BCAS1,LOC102724768,MCAM,EPS8,MAML2
275,SLC6A20,RHOH,SAMD9L,SLC14A1,ZFP36L1,AXL,ZFP36L2,MEGF10,TMEM63A,PLPP2,LINC00477,BOK,LINC01179,ZFP36L1,LHFPL2,SFMBT2,KIF6,SDC4,TAL1,FAM230C,MYOF,BMP6,PDLIM1,ACP3
276,ADGRG6,SCN10A,FCMR,ITGAL,MS4A14,LINC01500,ADAMTS6,PIK3CG,TMIGD3,GJA1,GAB3,NKX6-2,PLEKHB1,XAF1,P2RX1,FAM177B,S100A4,AMER2,CD14,PIK3CG,CLEC12A,CDC42EP4,DNAH11,EMX2
277,MS4A14,RIN2,MAG,BACH1,LINC00477,DCN,STON2,NFIA,PLEKHB1,SH3TC1,MS4A14,NDNF,ZFHX4,GPRC5B,C1QC,TBXAS1,FCER1G,MIR3681HG,SLC2A9,SIRPB2,SUSD3,CYSLTR2,CLIC1,EPCAM-DT
278,ZNF98,THSD4,HGF,PARP14,COLEC12,CPM,CYBA,STK32B,GLI2,LNCAROD,LINC01480,SYNE2,GPRIN3,ARRDC5,VENTX,EBF1,ITGB4,CCDC200,TBX3,EMP1,MYO16,CA8,APOBR,RERG
279,LOC101927141,CYP19A1,EZR,EGLN3,LINC01221,FOXD1,LOC105373347,CD68,PDGFD,F11-AS1,HIP1,EMID1,RYR3,DOCK8,PTPRC,SLC27A6,PLLP,SLC6A12-AS1,LCP2,RASAL3,MIR3667HG,LOC124909494,SLC7A7,LINC01736
280,XRCC4,TTR,PDE3A,LTF,TTR,PDLIM5,BST2,BTG2,CD163,RGS20,IGKC,MYO15B,ARHGAP42,TANC1,PTPRZ1,CYTH4,FLT1,PLTP,SELENOP,LYL1,OLFML3,LINC01736,MIR4300HG,AKAP13
281,CNP,PIK3R5,LGALS9,SERPINA1,MIR646HG,HLA-B,ASPA,C1QA,MS4A1,ZIC4,NR2F2-AS1,VIM,GNG11,VIM,SPP1,AREG,RIN2,CDH23,CHST11,CHST11,SOX17,RERG,IL1R2,INPP5D
282,SLC2A9,CCDC13-AS1,S100A4,RPS6KA1,LTBP1,TNS1,LINC00639,PLSCR4,TMT1A,CACHD1,PKP2,PLIN5,LGALS9,FBXL7,SLC27A6,PLPPR1,MFAP4,TNFSF8,KCNK13,ARHGAP15,TLR1,FGFR3,LINC01010,SLC22A3
283,TSC22D4,ALDH1A1,PLCE1,TLR4,FCRL5,MAML3,CLDN5,GIMAP8,ANO2,CLEC1A,VWA1,CD99,LINC03002,SLC19A1,SVIL,LINC01010,FBXL7,SLFN12L,MAML3,CDH23,RBM47,AXL,DISC1,CNKSR3
284,TSPAN15,LYZ,IL1RN,C10orf90,TRPM3,FGF2,FCMR,SAMSN1,HGF,LOC101927026,RGL3,COBLL1,PRUNE2,PARD3,ITGB5,IL1RN,GIMAP6,PCAT1,LRRC63,TLR5,HEPACAM,C2CD4B,C21orf91,CHD7
285,IGFBP5,HIF1A-AS3,MARCKSL1,NOTCH3,SYTL4,NHSL1,ADAM33,DOCK1,MCAM,SFMBT2,C4orf19,ALOX5AP,CXCR4,TNFRSF10D,RGS1,SEMA5A,CD163,IFITM2,DSEL-AS1,STX11,PWRN1,KLHL1,USP53,SIPA1
286,KLHL6,RGS18,FLT1,NAMPT,PDCD1,MSN,BNC2,HSPA1A,DAAM2,SEMA3G,TBX2,MSN,LITAF,SAGE1,IL17RA,IPCEF1,TINAGL1,PLD1,TLR4,APLNR,SULF2,AGMO,CYBB,SRARP
287,ABCC4,IFITM1,TNFRSF1B,IGHG1,PDGFRB,CP,ERMN,ADAMTS4,APOD,PDK4,ATP6V0D2,SHISA8,SST,ROR1,LAMA2,C10orf90,HLA-DRA,SLC25A18,DUSP1,ERBB3,LDLRAD3,EVI2A,STC1,CMKLR1
