,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
191,LINC02742,TSPAN15,CDKN1A,EGFR,LINC00906,CHI3L1,TANC1,OAF,MYT1,RNASE1,PHF21B,UTRN,CLIC1,SHROOM4,LINC02884,APOLD1,PTH1R,SERPINE1,CPVL,C10orf90,ZFP36L1,RAB31,PTH1R,EYA2
192,HSPA1B,SLCO2B1,HGF,LINC01317,LOC101927560,SLAIN1,RAB20,LOC105375523,SLC39A12,ZNRF3,MARCKSL1,AQP1,ARHGAP31,ENTREP1,PTPRZ1,USP53,NCKAP1L,MRC2,PDLIM5,CXCR4,LOC105377448,GPR149,TM4SF18,ITPKB
193,FGD4,SEMA3E,IFI16,BACH1,ARHGAP15,CD53,PADI2,SLC7A5,APLNR,PXK,TANC1,DISP1,PDE1C,MAML3,PLPP4,ITPR2,QDPR,PDLIM5,LINC02072,STK32B,COL5A3,TMTC2,ARHGAP24,FOS
194,VCAN,HLA-E,SLC25A48,LINC02742,EDA,P2RY8,CNR1,SAGE1,TTR,MTUS1,GLI2,TNS1,CACHD1,ATP1A2,SLC25A18,SPP1,ALDH1L1,PHF21B,MAML2,RHOJ,MAML2,CHD7,CCL2,LINC01098
195,GPR37L1,LAIR1,HMOX1,SLC27A6,PBX3,USP53,PREX2,HGF,CBLN2,NLRP1,LINC02072,OLMALINC,LURAP1L-AS1,SLC7A2,TNS3,CHI3L1,TNFRSF11B,CD82,ARHGAP6,LINC01684,DISC1,EPAS1,SOX10,MBP
196,EMP1,COL5A3,HLA-C,ERMN,MROCKI,MBP,EBF1,PHF21B,SELPLG,TNFRSF1B,CCK,KLHL1,LOC105374524,RMST,DSEL-AS1,SPON1,RASSF2,CECR2,HSPB1,LRRC32,GLI2,CYBB,VEGFA,LPAR1
197,SYTL3,CPA6,PHYHD1,LOC105370532,ANXA8,PGR,HS3ST2,PADI2,WIF1,LINC01036,LGALS9,LINC00351,THSD4,ERBB3,TINAGL1,THBS1,VAV1,GRIN2C,SHROOM4,SYTL4,LINC00609,CMKLR1,HIF1A,SIGLEC9
198,LINC01317,TGFB2,KIAA1755,NKD1,PDZRN4,AGBL1,SPATA13,RNF220,P2RY8,SLC25A48,GSN,SHROOM4,PAQR5,VAV1,PLD5,STEAP1B,EFHD1,LOC101927314,RBM47,MIR3681HG,CRYAB,ADIRF,LTBP2,ABTB2
199,PRRX1,GBP2,APOD,APOD,ANOS1,SOX10,AQP1,AHNAK,CD163,PLTP,COBLL1,PPFIBP2,SLC25A48,GRIK1,ADGRG1,SLC1A2,RNASET2,SLCO2B1,CHRM2,PTAFR,IL1B,SPON1,GPR149,NLRP1
200,AMER2,IL13RA1,TLR10,C1QC,MYO16,PLCH1,MSR1,PLIN5,FOXO1,L3MBTL4,PRELP,CCL2,PARD3B,HSPA1A,ZFP36L2,HS3ST2,ANKRD44,HSPA1B,TAFA4,PCA3,KIAA0040,COL9A2,DEPP1,LINC01687
201,KLF4,DOCK2,GLI3,TAFA4,SPN,CRYAB,EYA2,FOXP2,RGS5,SEMA3C,KLHL1,THSD7A,HEPACAM,LINC01088,PAQR5,SCIN,GPNMB,NOS1,ROR1,HSPA1B,LOC285626,YAP1,LTBP1,LPAR5
202,PLXDC2,ADARB2,CPED1,PCDH11Y,BEST1,CLDN11,NWD1,SLA,IGFBP7,LITAF,LINC03048,ST18,PLSCR1,KCNK13,AGBL1,LINC00511,MAN2A1,DOCK8,ALDH1A1,IGFBP7,MYOF,PRR5L,EVA1B,STAB1
203,SLC26A5-AS1,INPP5D,LRMDA,SIPA1,LOC101927314,TRIM38,DOCK10,SLC52A3,GLI3,ROBO2,LINC00924,SH3BP4,SRGAP1,CXCL14,AHNAK,ATP1A2,PRRX1,ST6GALNAC3,ITGA6,CACHD1,FOXP2,FGFR2,TBC1D16,GCNT2
204,BAG3,LRRC1,SIPA1,RAB31,PDLIM5,LY96,SLC2A9,OTULINL,LAPTM5,CECR2,C10orf90,MSN,GSN,EPCAM-DT,CBLN2,HCK,TFEB,ADARB2,LINC02884,EPSTI1,SH3TC2-DT,AXL,LRP4,PDGFD
205,COL4A1,TMEM123,COL4A4,TGFB2,GJA1,CHD7,RBM47,SOCS6,SLC12A7,FAM230C,HSPB1,FBLN1,AMER2,LRMDA,PCAT1,GLIS3,STX11,MEIS1,FAM107B,RREB1,ADAMTS9-AS2,ADGRD1,ATF3,PLA2G4A
206,LINC01482,CD9,TTR,GPNMB,ITPR2,HSPA1B,OLIG1,CHST11,ANLN,CDH1,CECR2,TBX2,AQP4,CBLN2,PREX1,P2RX1,ARHGAP24,NR2F2-AS1,ACSS1,KCNE4,PHYHD1,TBX15,LHCGR,IGFBP7
207,CP,BACH1,F3,PDE1C,TMEM132C,GATA2,DISC1,PON2,NLRP1,GLIS3,VWF,CABLES1,APOE,TMC6,FGD3,SFMBT2,NDE1,CRYBG3,NTNG1,LINC00906,ROR2,GADD45B,COL4A4,RHOJ
208,SERPINA3,HSPB1,CHRM2,P2RX1,FKBP5,ARHGAP15,TINAGL1,CD84,OLMALINC,MT1E,RBM47,PIP4K2A,NKAIN3,IL4R,LINC01265,SEMA3E,OLIG2,HBA2,LINC01684,FOS,HS3ST4,GREM1,DOCK1,SFMBT2
209,FAM107B,PTCHD4,IL1RN,EYA2,ZHX2,CALCRL,SEMA3C,KIF26B,ANKRD44,DIPK1C,PLPPR1,LINC00877,LINC01179,GNLY,ENPP2,SLC1A3,FAM107A,MAL,SLC2A9,BCL6,C3AR1,LRRC1,SLC6A20,EMX2OS
210,FGL1,CCR5,STON2,SLCO1A2,NKAIN3,RUNX1,ADGRL4,STX11,H2AC6,LINC01630,GPNMB,NXPH1,AHNAK,GLI2,COBLL1,LINC03002,MECOM,SPP1,CDKN1A,LINC02055,LINC02884,SNTB1,TTR,HSPA1B
211,RHOJ,TXNIP,PHLDB1,SRGAP1,ARRDC5,BCHE,CDH1,LINC01411,PRR5L,FGFR2,C1QB,FAM107A,WIF1,ALOX15B,MITF,AKAP13,LINC02742,PARVG,TNFAIP8,SPATA13,MEIS1,TBC1D16,GJA1,EDA
212,SOCS3,CABLES1,TMCC3,DISP1,IL32,INPP5D,CDKN2B-AS1,MEIS1,TBXAS1,RGL3,CPB2-AS1,MECOM,IL1R1,OLIG2,SLC4A4,C10orf90,LOC102724768,ST8SIA6,VIM,PAQR5,BNC2,ADAMTS9-AS2,TMEM123,COL5A3
213,ANKRD44,SLC2A5,ADAMTS6,RGCC,HBA1,MT1A,LGALS9,SLC1A2,SLC1A3-AS1,FAM107B,MAML2,APLNR,AASS,F11-AS1,RASSF2,RYR3,TASL,ANLN,HEPACAM,HCLS1,PRDM16,DHRS9,BMP6,SLC39A11
214,ANGPT1,TMEM156,C1QC,BHLHE41,ENTREP1,RNF125,CAPN3,IL17RA,LINC01317,CYBA,LINC01748,TTR,VIM,NCF4,AQP4,PTGDS,CIITA,ITIH5,TGFBR2,ALDH1L1,GPC5,ZNF98,MERTK,CAPN3
215,LAMA3,ERBIN,IGFBP7,DTHD1,PCAT1,CYBRD1,CMKLR1,NIBAN1,STAB1,CACHD1,AQP4,SELPLG,ITGB4,EDNRA,P2RX1,ITGB2-AS1,TLR5,GPC3,CSF1R,RHOH,SUCNR1,ITGB2,SVIL,RGS20
216,CHST3,ZFHX3,BST2,LGR5,F3,ZFP36,CDC14A,KCNE4,ANXA8,TTR,CDH20,DAPK2,MTUS1,IL1RAPL2,FGFR3,CDH20,LINC01736,CD36,CDH1,LINC02072,IGFBP5,LDLRAD3,ROR2,NPSR1
217,SPP1,SLC2A9,CDH1,CLIC4,LRP4,CD82,TXNIP,DOCK5,ADAMTS9,SOX6,PDGFD,HSPA1A,SLC7A7,LUZP2,ETNPPL,PLD4,MYT1,EGLN3,SRGN,LINC01470,ADAMTS9,RFTN2,NDRG1,STK32A
218,AGBL1,CTSC,PDGFRB,NKAIN3,EMX2,ARHGEF26,EMX2OS,PARD3B,MRC1,PTPRZ1,LPAR5,SLC6A20,PRELID2,SLC6A20,COL15A1,HPSE2,CERCAM,GIMAP7,FAM177B,TRABD2B,ITPKB,CHRM2,DAAM2,SLC35F4
219,BBOX1,KCNK13,PRDM16-DT,H2BC4,NXPH1,ARHGAP24,EFHD1,PRDM16,ATP1B2,NR4A3,SGO1-AS1,ZBTB20,SLC22A3,ABTB2,ARHGAP24,EMX2OS,CDC14A,CSF2RA,IKZF1,FCRL5,OLIG2,SLC6A20,PKP2,PLEKHH2
220,ATP10B,CIITA,LRP4,RNF152,SCHLAP1,BAG3,ACSBG1,GSN,EMX2OS,ITGB5,ABCA8,TNFAIP8,ADAMTS17,PON2,RGS1,LOC285626,LINC01317,SLC25A18,LGALS9,LDLRAD3,LITAF,ND6,CD99,LOC105376244
221,ADAMTS1,SIGLEC8,WIF1,ATP1A2,GREM1,PBX3,LINC01088,PLPP4,TMEM63A,CA2,STK32B,ATP1B2,CD99,PARD3B,WIPF1,PTPRZ1,ACSS1,C7,PIEZO2,NDE1,OTULINL,PELI1,DAPK2,ABCA8
222,NDE1,LOC105371366,SLCO1C1,TMEM98,LRMDA,ATF3,SLC39A12,LTBP1,GEM,SCIN,OLIG1,ADAM33,RUBCNL,CYP27A1,CYBA,CECR2,HPSE2,BST2,THSD7B,GCNT2,H2BC4,FGF2,TRABD2B,CMKLR1
223,CERCAM,LINC01317,CACHD1,TMCC3,KIAA1755,FGFR3,OTULINL,EMP1,DNAH11,PLEKHB1,SIPA1,ARHGAP24,TGFB2,ITIH5,STK32A,PARD3,GLUL,SLC35F4,LINC01088,MIR4300HG,PLPPR1,KIT,ZIC4,ADAM28
224,NOTCH2,FPR3,LINC02884,SLC1A2,RGCC,SHISA6,MYO15B,FGL1,RELN,TNFAIP8,ADGRV1,CD99,IRAK3,CA2,CLEC7A,SERPINB9,EMX2,CXCL16,GPRIN3,TLR5,HLA-DRA,CREB5,HLA-DOA,NHSL1
225,LINC03069,CHD7,WIPF1,PI16,CASC17,TSPAN15,HLA-E,LINC00924,FBXL7,CYBRD1,PARD3,BCL6,PDGFRA,RUNX3,RGS18,PHF21B,RNF220,TMT1A,TTR,LAT2,LINC00351,SEMA3C,KIAA0040,PALD1
226,C3,HPSE2,ZC3HAV1,SYTL3,NCKAP5,GCNT2,PMP2,ADAMTS1,TBX2,CLIC4,HCK,PTPRZ1,CDKN1A,DOCK1,ID4,SLC7A7,LINC01091,CTXND1,VEGFA,RUBCNL,HIPK2,FAM230C,TNC,SLC25A48
227,ZHX2,TRIM56,SLAMF6,PARP14,IL1R1,H2BC9,CRISPLD2,LOC728158,RNF152,ADAMTS1,LINC02742,LINC02072,PDGFD,ACSS1,SP100,HSPB1,GJA1,LINC02884,KCNE4,CAPN3,CHST3,CDK18,NDUFA4L2,TXNIP
228,ATF3,SLC25A18,PPFIBP2,SLCO2B1,MIR4527HG,HES1,P2RX1,TSHZ2,MAF,MYO10,ADAP2,VRK2,SLC6A20,PRELP,SNTB1,SYTL3,LAMA3,SAMMSON,KCTD12,PDGFD,GJA1,PHF21B,P2RX1,SYK
229,LAMA2,HYCC1,SH3TC2,SLC26A5-AS1,CPAMD8,CXCL2,YAP1,COL6A3,AMER2,LINC01500,CHD7,FBXL7,PTGDS,LOC105375483,HCK,LINC01931,CACHD1,PELI1,PCAT1,HIF1A,RIPOR3,LEF1,NLRC5,RIPOR3
230,PDE3A,SLC9A9,ZFP36L2,LINC00299,LOC105377862,TMT1A,ZFHX4,ACSBG1,FGD3,GRAMD2B,RGS5,MLPH,CERCAM,SLC25A48,RIN2,MAN2A1,ZFHX4,PAQR5,SCIN,IKZF1,SAMD9L,THSD7B,ADIPOR2,CDKN2B-AS1
231,ALK,MYO1F,DOCK5,PHLPP1,MIR646HG,LOC105370315,PCAT1,PRELP,TLR6,EPSTI1,MAML3,HMOX1,ETS1,SOCS6,FAM107A,SIGLEC10,MID1,ZNF366,KCNN3,CALB2,HCK,IL4R,CABLES1,PRDM16-DT
232,TSPAN15,RYR3,CD74,STX11,TNFRSF1B,HSPB1,RGCC,VWF,CYBA,CHRM2,ARHGAP6,LINC00276,EFHD1,TANC1,PDGFRB,FCER1G,TTYH2,FOS,ZFP36L1,PGR,LINC00299,CDKN1A,PDK4,ADCY7
233,WWTR1,RAB20,SLC39A12,IFITM3,FBXL7,LTBP1,AEBP1,SYK,FCGBP,ADGRV1,BACH1,CYBA,DISP1,H2BC8,FOLH1,PDGFRB,TRIM56,SRGAP1,ADGRG1,HS3ST5,EMX2OS,TRABD2B,ANKRD37,LINC02473
234,STK32A,LPCAT2,SLC2A3,EGLN3,ITGAM,HCLS1,KCNIP1,CD74,RIN2,LINC00299,EMID1,RASGEF1C,FGFR3,SLC1A3-AS1,EPS8,ANLN,MT1M,CNTN2,PARD3B,DHRS3,CDC14A,TRPC3,CDH23,TLR2
235,H2AC6,TNFRSF10B,CPNE2,HDAC2-AS2,SEMA6A-AS1,NXPH2,CBLN2,WWTR1,ZIC1,MUSK,LINC00548,SLC24A3,SH3BP4,FOS,GPNMB,PRDM16,NOS1,PLTP,EMID1,ST8SIA6,HIP1,LOC105374524,CXCL9,MSR1
236,NDRG2,SIGLEC11,PSD2,LINC00463,SH3TC2,GIMAP5,DACH2,MAL,FYB1,NPAS3,RPS6KA1,RAB31,PCDH15,THSD7A,ANGPT1,PPFIBP2,HLA-C,EFHD1,LINC02511,LINC01736,MARCHF3,SCIN,LINC02997,EBI3
237,TMTC2,TMC6,WHRN,MIR4527HG,APOLD1,MT1G,EDNRA,ACVRL1,ETNPPL,PHLDB1,RNF220,ANKRD44,ZFHX4,ETNPPL,GJA1,DOCK5,CPQ,SDC4,SYNPR,SLCO1B1,CD34,LINC01265,LIF,RBM47
238,ADAMTS9-AS2,FGR,CECR2,ND6,NEK3,FN1,SRGAP1,RGS12,LRRC63,SPON1,PBX3,DAAM2,FRMD4B,ND6,TRIM59,LINC01470,PRDM16-DT,SCIN,LRP4,NFATC2,ARHGAP24,CGNL1,ATP11C,SASH1
239,TRPM3,IRAK3,LRIG1,FGF1,PARP9,ANXA3,CLEC12A,LINC02172,LUZP2,SLC1A3,KIF26B,PLCG2,PRDM16,SNTB1,FOXP2,H1-3,LRP4,F3,NLRP1,CD14,ADAMTS1,CXCR4,PYCARD,GLI2
240,ND6,KCTD12,HLA-E,GRAP2,ZNF98,LITAF,LRMDA,MEPE,ROR1,RGCC,GABRE,ELF1,COBLL1,EMX2OS,CPVL,SVIL,MIR3681HG,RGMA,DISP1,SLC1A5,CCR1,C4orf19,EPCAM-DT,LOC101927141
241,FCGRT,ZNF366,RNF220,CYBA,HIF3A,ZFP36L2,TF,SGO1-AS1,GALNTL6,RGS5,LCP2,EMX2OS,SLCO1C1,EZR,MSN,THSD7A,PON2,NINJ2,TPD52L1,LAMA1,JCHAIN,ZNRF3,SERPINA3,LGALS9
242,VEGFA,FAM114A1,NCKAP5,PBX3,TCF7L1,EPS8,SIPA1,PXK,FOS,ADAM33,QKI,FOXO1,SPATA13,ZFP36L1,EMX2OS,LINC00609,AOAH,FOXP2,GSN,LCP2,GRAP2,DOCK8,STC1,CYBRD1
243,RUNX1,ANKRD44,STAB1,SLC6A12,LEF1,DDIT4,CYBRD1,RAMP2,PHYHD1,ZC3HAV1,STOM,H2AC6,FAM177B,HMOX1,EFHD1,CD34,FGD3,SYTL4,CACHD1,PON2,NFATC2,RPS6KA1,GLI2,CALB2
244,PI16,CDH20,PRDM16,ATP6V0D2,PDE1C,CD36,SELPLG,DACH2,AASS,RGS1,SLC1A3-AS1,TMEM156,ST6GAL1,FCGBP,PELI1,FAM177B,RAB20,SLFN12L,EGLN3,TNS3,LRP4,KLF2,IL18R1,ARHGAP25
245,ZNF385D,CD180,CSRP1,ZNF385D,TGM2,HYCC1,DOCK5,LYN,CSRP1,ANGPT1,TIE1,CLMN,TENT5A,KIAA1755,ITGB5,TENM1,ZNF804A,LOC102546299,LGR5,TRPC6,ALOX5AP,IL18R1,AGBL1,TNFAIP8
246,PPFIBP2,TNFSF8,SLC12A7,RCSD1,ACSL1,EDA,LINC01324,MGC4859,LINC00639,PHF21B,BAG3,PLPP2,LAMA3,TBC1D16,SLC2A9,FOXP2,EZR,PITPNC1,CD44,SEPTIN4-AS1,TNFRSF10B,LAT2,BAG3,SCIN
247,NIBAN1,BAG3,RHOJ,SRGAP2B,NHSL1,MSR1,PDLIM5,PARD3,CACHD1,LTC4S,H2AC6,DOCK5,LTBP1,ALDH1A1,COL9A2,MMD2,CAPN3,CTNNA3,PNOC,LYPD6,CALCRL,PBX3,PYHIN1,RASAL3
248,TNFRSF11B,IKZF1,LITAF,MMD2,PPFIBP2,RGS12,ST18,AKR1C2,SGO1-AS1,TMEM63A,CPNE2,SMOC1,CA2,HNF1A,CLDN5,NDRG1,IL10RA,GAB3,LINC00877,CLEC12A,CXCL14,IFI16,CDKN1C,VSIG4
249,CTSB,ARHGAP30,SERPINE1,PLPP2,AXL,CALB2,AGMO,GABRE,RBM47,TLR2,SLC25A18,ZFP36,AREG,PLEKHH1,CDC42EP4,NDRG2,CACNG5,SLC7A2,ADAM33,SLC22A3,FCGRT,RHBDF2,ARHGAP6,PLCE1
250,EMX2,ENOX2,SMOC1,SEMA3E,TRPM3,ST18,SLC6A12,PLPP3,TMEM119,CLDN11,SLAIN1,OTULINL,NFIA,AKR1C2,CPNE2,LOC124909494,KCTD12,SELPLG,PRDM16,CLDN11,TPRG1,HLA-DPA1,IGFBP5,PBX3
251,FGF2,GPX3,CLEC5A,TMEM71,LINC02432,MOBP,HIP1,TPD52L1,HEY2-AS1,SLC35D2,FIRRE,LUCAT1,GNG12,SLC2A1,SERPINA3,RNASE6,LINC01098,ST18,CALCRL,ETNPPL,PON2,ST6GAL1,CCN2,YAP1
252,LINC02072,VAV1,CXCL14,ZC3HAV1,MLPH,SLC5A11,ZNRF3,ROR2,TBC1D16,CNR1,C4orf19,TANC1,NWD1,EGFR,SULF1,MRC1,ADIPOR2,ZIC1,SLC35F4,CHST11,LUZP2,OSMR,TNFRSF10D,TBX2
253,TMEM63A,TLR6,FBXL7,OAF,RHOH,CTSB,TNFAIP8,TNNI2,PSD2,H1-3,NDRG2,RGMA,CASC17,LOC105370532,NOSTRIN,FOS,CCDC200,TRGC2,RHOJ,HMOX1,SLC2A5,LOC124904701,RAB20,FCGBP
254,GLUL,KAT2B,HLA-A,STOM,MAML3,CASP4,CD74,SH3TC2,PLIN2,HCK,FCMR,VEGFA,OLIG1,GEM,SLA,LITAF,CD38,DAPP1,VCAN,MYL9,FGR,CPAMD8,BST2,AGMO
255,SLC2A1,SLC39A12,C1QB,SHROOM4,HSPB8,IL7R,GAB3,DUSP1,DOCK5,AKAP13,HLA-DRA,ZHX2,RREB1,GGT5,TLR5,SPATA13,IFITM3,AQP4,AEBP1,DOCK5,H1-3,TRPS1,IFI16,TLR7
256,CD74,FAM149A,CA8,RREB1,CPB2-AS1,SH3TC1,ZFP36L2,CPNE2,LHFPL2,H2BC8,IRAK3,MMD2,C3,MIR646HG,HGF,H2AC6,ST6GAL1,SLC2A5,SDC4,ADAMTS9,CD44,TTR,EDA,CLIC1
257,RGL3,TNS1,PDGFB,KCNN3,PLPP4,LYL1,KLHL1,LOC101929538,CLIC4,TBXAS1,LRP4,FAM177B,BOK,PDGFD,STAB1,KCTD12,MARCHF3,BCHE,CCN1,PARVG,NLRP1,MIR4300HG,TAGLN2,TFEC
258,TBC1D16,EGLN3,EMX2OS,HS3ST2,MKI67,SAT1,EZR,LINC00511,PMP22,FGD2,RNASET2,BACH1,IQGAP2,SEMA6A-AS1,RFTN2,PMP22,APCDD1,PRELID2,EMX2,MAML2,IGFBP7,COL4A4,TMC6,CPNE2
259,PRIMA1,ACSBG1,HSPA6,GNG12-AS1,AGBL1,RPS6KA1,CALB2,UGT8,LTBP2,XYLT1,TLR7,PLCH1,ERG,LAT2,VSIR,C8orf34,PARP9,DACH2,CASP10,H2BC11,LINC00463,ENOX2,ANKRD44,CDK18
260,CECR2,NCF1,LYPD6,SGO1-AS1,GNA14,MCAM,ZFP36L1,CXCL14,HNF1A,YAP1,UTRN,FGD3,MCAM,MMD2,MS4A7,ZNF385D,AQP4,ADGRV1,MECOM,CXCL8,SDC4,DOCK5,TMEM63A,SLC9A9
261,NKD1,NDRG1,CDH19,LINC02694,HK2,KIF6,MS4A6A,ARHGAP45,PCAT1,DOCK10,PTPRZ1,MYL9,LINC00463,CNR1,LYN,GREM1,IGFBP5,HSPA6,TBXAS1,PBX3,IL1R2,ZIC4,HLA-DRB5,LINC01265
262,COL5A3,LOC613266,ST18,HGF,ACSS1,FBXL7,TRIM59,LINC00836,CXCL14,CD74,IFI30,PLEKHH1,HLA-C,PRELID2,TMT1A,ZFP36L2,LINC02172,PDZRN4,CXCL14,LGALS9,FAXDC2,ERG,SYNE2,TBXAS1
263,CXCL14,NKAIN3,CLDN11,GBP2,BAG3,CFAP418-AS1,LINC01446,ADGRD1,CDKN1A,PARD3B,MEIS1,LRRC63,CDK18,PRAM1,DAPK2,PCDH15,GASK1B-AS1,TAGLN2,TLR4,SCD,PDLIM5,TBX2,RIN2,CNTN5
264,ADARB2,NOTCH2,SELPLG,NCKAP5,TLL1,PLEKHH1,EBI3,ATP1B2,KANK1,CLDN5,MSN,BAG3,EFEMP1,TMCC3,TRIM56,RERG,DOCK1,SOCS3,TLR5,APLNR,SYT6,PARVG,USP6NL,CLIC3
265,RUBCNL,CARD8,TNFRSF1B,HPSE2,SLA,LINC02240,CHODL,LOC101926964,PTGDS,SCN10A,EPSTI1,ARHGAP42,ABTB3,IFITM3,NLRP1,EFEMP1,FBXL7,TTR,DOCK5,CTNNA3,ADGRG1,PDK4,TNS3,CCDC200
266,DUSP1,TFRC,MRC1,ZFP36,IFI16,SYTL3,LCP2,RASGEF1B,EDNRA,CD14,PWRN1,NDRG2,ARHGAP24,ADORA3,LINC00906,CD3E,ADAM28,TNS3,ATP11C,PTH1R,PDGFD,CBLN2,ITGAL,SLC19A1
267,CYBRD1,GIMAP6,KCTD12,SLCO1C1,CLMN,PHLPP1,NOS1,FRMD4B,CA2,SCD,KANK1,ADGRD1,LOC124903183,INPP5D,ZFP36,CHRM2,NDRG2,HIPK2,MGC4859,MEIS1,VIM,NKD1,CYP1B1,PDK4
268,GNA14,TMEM63A,VCAN,MAML3,CBLN2,CLIC4,PGR,LDLRAD3,ST18,TMCC3,SLC7A2,PHF21B,ERBIN,OLMALINC,AXL,ABCB1,BMPR1B,CD22,FCGRT,RERG,SEMA5A,CACHD1,ENG,CRISPLD2
269,RGCC,CD163L1,PMP2,ELF1,CDH20,CDKN1C,TTR,MERTK,RGCC,FIRRE,ATP8B4,LGALS9,C1QB,ZCCHC24,FAM230C,DSEL-AS1,EYA2,TCF7L1,LINC01099,MSN,PECAM1,TFPI,SUCLG2-DT,CD53
270,GREM1,SASH3,CCL2,LINC02798,LINC02232,RIN3,LTBP1,KIT,ZCCHC24,CD180,SLC19A1,COL4A5,EMC10,VAV3,IFI44L,TBXAS1,ARHGAP31,IL1RAPL2,EYA2,LINC01088,LRRC63,MFAP4,VAV3,CRYAB
271,RGR,SLC31A2,MECOM,SLC2A9,LINC01684,LINC01500,ROR1,ABCA1,MORC1,PGR,RUNX1,CGNL1,PLEK,DAPK2,RGMA,THSD7B,LDLRAD3,OLIG2,AQP4,SLC12A7,TLL1,ZFP36,PEAR1,CABLES1
272,HSPA2,BST2,C11orf96,SYTL4,LOC105371366,CXCL1,MLPH,NLRC5,HLA-E,VEGFA,FBXL7,PDGFRA,MEPE,LHFPL3,ABCA1,LINC00836,LINC02072,PLCG2,SRGAP1,PDK4,SLCO1C1,IKZF1,TANC1,TNFRSF10B
273,PREX1,ADGRV1,MGAM,PGM5,DTHD1,MT1X,PDGFRB,MCTP2,TANC1,C1QC,FAM107A,CCR2,FOXP2,PARP9,GRAP2,EPS8,SLC12A7,HS3ST5,SPON1,LNCAROD,ARHGAP22,CSRP1,TGFBR1,PRDM16
274,PTPRZ1,IFI16,ID4,SRGAP2,RBM47,PALD1,PSD2,CD86,STK32A,STAB1,KLRF1,LILRB1,CALB2,BMPR1B,ACSBG1,GPRIN3,RIPOR3,ARHGAP31,NLRC5,LOC124904701,VSIG4,MYO1E,PTCHD4,IL1R2
275,SLC5A11,RGS16,HCLS1,RFX4,CPVL,PTPRZ1,PIK3R5,GAB3,LINC00540,ZFP36L1,SAMD4A,HPSE2,EYA2,ZHX2,IL17RA,MORC1,LINC00609,LOC101929626,PREX1,FIRRE,SP110,ARHGAP22,SVEP1,GPC5
276,GPR37,MORC1,MID1,SP110,AKAP13,ZNF804A,RFTN2,TTYH2,MT1G,SIGLEC11,CYP4F12,UGT8,TRIM59,SLC31A2,SAMSN1,PELI1,CLDND1,CHD7,KCNH8,DSEL-AS1,LINC01099,LINC02232,ENOX2,TTYH2
277,GLI2,SLC44A1,LINC00326,LINC00499,PLIN2,ITGA1,SCIN,TTR,DEPP1,PAQR5,ERBIN,MSR1,CLMN,SMOC1,LAMA4,SRGAP1,PLIN2,CYBA,FGD2,CDKN2B-AS1,ADAM33,TMEM98,OSMR,GPR37L1
278,CACHD1,SUCLG2,ADAMTSL1,LINC00278,ANO2,AQP4,PRDM16-DT,HSPA6,RGR,TNFSF15,GJA1,SPATA13,ATP8B4,PENK,KCNE4,LOC102546299,SLC1A2,SYTL3,APLNR,BNC2,S100A4,LINC02072,FBXL7,INPP5D
279,PAWR,PIK3R5,PDK4,CNKSR3,SDC4,LAIR1,FLI1,APOC2,CLIC1,GADD45B,LOC105370532,MS4A7,VSIR,SEPTIN4-AS1,EYA2,GRIN3A,FCGRT,CDH1,GPR149,LINC01098,OBI1-AS1,CSPG4,TPD52L1,LINC00548
280,C1orf87,TRPS1,ABCA1,FLT1,IFITM3,LAMA1,MYH11,GLUL,WHRN,POLR2F,CXCL14,SLC9A9,LYPD6,ABI3BP,CDH5,CD84,SPP1,ENTREP1,ATP1A2,YBX3,MEGF10,BGN,SLC1A2,TFEB
281,HCK,VSIR,ARHGAP31,LUZP2,PWRN1,FOS,LYN,MIR4300HG,LOC105375483,UTRN,HIF1A,LINC00540,PADI2,TMEM176B,DISP1,CD74,TBXAS1,PDGFRB,CECR2,EMX2,TOP2A,RUNX1,HILPDA,SELPLG
282,TCF7L1,PIK3CG,IL13RA1,IL17RA,ZFP36L1,TFEB,SDC4,CHODL,KCTD12,FRMD4B,TBC1D16,LYN,ITIH5,LOC102724289,RGS20,TFEB,KLF2,AEBP1,THSD4,PNOC,LOC101929528,CCDC200,AQP4,LOC101928516
283,LITAF,HK2,SCD,MGAM,KAT2B,LINC02473,NHSL1,RHBDF2,IKZF1,SIRPB2,DEPP1,IRF8,PLAAT3,CTSB,KLHL6,PLAAT3,SAMD3,NKAIN3,BCL2A1,CLECL1P,LINC01736,ANO2,CYP4F12,EMP2
284,CRYAB,APOLD1,VIM,APCDD1,ADAMTS14,IKZF1,ERBB4,PTH1R,NXPH1,SLC19A1,SEMA3C,NKG7,LRRC1,LINC00511,PRDM16-DT,GAB3,DDIT4,LINC02172,SPATA13,EBI3,MILR1,ADGRL4,HSPA1B,S100A4
285,THEMIS,LOC105375483,SLC6A12,MIR4300HG,LAPTM5,PADI2,NLRC5,SLC1A3,SCD,RHBDF2,LOC105377448,OBI1-AS1,MGC4859,MERTK,FLT1,OBI1-AS1,PHLDB1,CLDN5,IL1R1,TRPS1,HSPB8,CHI3L1,COL5A3,DOCK5
