,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
190,CD58,LAIR1,DAPK2,HK2,LOC101927314,AHNAK,DACH2,DHRS3,RMST,SOX6,GLI2,AEBP1,GSN,ERBIN,PLPP4,APOLD1,LINC01416,SLC4A4,FOXO1,RERG,LINC01098,CHRM2,MERTK,EDA
191,LINC01317,HMOX1,CDKN1A,EYA2,PBX3,RFX4,AQP1,ADGRD1,CSRP1,ZFP36L1,LYZ,UTRN,APOE,IL18R1,EPS8,KCNN3,SFMBT2,GPC3,TAFA4,LINC02055,CD163,KIT,WWTR1,LINC00548
192,APOLD1,DOCK2,SLC2A3,BAG3,LOC101927560,DOCK1,HGF,HSPA6,RIN2,LINC01445,TNFAIP8,SLC6A20,IL1R1,HPSE2,AQP4,TLR5,CIITA,CD36,EMX2OS,LYPD6,FGFR3,SLCO1A2,ZFP36,PALD1
193,IGFBP5,HLA-E,STON2,SLC27A6,LRP4,PADI2,OTULINL,OTULINL,H2AC6,CA2,TANC1,LOC105377448,SCD,IL1RAPL2,FOXP2,SPP1,EMX2,CLMN,LILRB1,ST8SIA6,TLR1,TPRG1,PDGFRA,SLC39A12
194,DHRS3,APOE,RNF220,RAB31,TNS3,ARHGAP24,LINC01088,KLHL6,ITGB5,CYBA,ARHGAP31,AQP1,ZFP36L1,TMC6,MYO10,USP53,PTH1R,PLD5,ACSS1,LGALS9,IGFBP5,LDLRAD3,EVA1B,COL5A3
195,LINC02742,ZFHX3,LINC01684,TGFB2,PDE1C,HSPA1B,ADGRL4,ND6,STOM,SH3BP4,GSN,CPED1,FAT4,MT2A,STK32A,COL6A2,RNASET2,NINJ2,LGALS9,CALB2,HS3ST4,LOC101927745,CDKN1C,CPNE2
196,SPP1,TMEM123,CSRP1,TAFA4,ITPR2,ARHGEF26,LRMDA,HIF3A,AEBP1,GRIN3A,PLEK,ATP1B2,PLSCR1,EDNRA,ANO2,SFMBT2,FAM107A,ANLN,NHSL1,MIR3681HG,ROBO2,EMID1,STOM,NDRG1
197,PLXDC2,TGFB2,NCKAP5,LINC02742,PDLIM5,CLDN11,TGM2,PHYHD1,FBXL7,FAM107B,LGALS9,SYT6,AMER2,PLPP3,MGC4859,ATP1A2,MAN2A1,SRGAP1,DAPK2,SLC7A7,ITGB4,OLIG2,NDUFA4L2,AEBP1
198,HSPA1B,CHD7,PSD2,BACH1,TMEM132C,BGN,STAB1,SLC9A9,GLI3,GRAMD2B,FCGR3A,SHROOM4,CD99,PLSCR4,HLA-DRA,SLC1A3,EFHD1,LINC01630,LOC124904701,SINHCAF,GJA1,CRISPLD2,FGFR2,PLEKHH2
199,SYTL3,ERBIN,LINC02884,APOD,ZHX2,CXCL8,EFHD1,KCNE4,ITGAX,MYO10,PARD3,LUCAT1,SRGAP1,RMST,ADGRG1,STEAP1B,HPSE2,THSD4,ZNF385D,GLDN,KLHL1,MYOF,HIF1A,SLC9A9
200,AMER2,HSPB1,FBXL7,LOC105370532,SEMA6A-AS1,CYBRD1,PCDH15,PLCG2,PRDM16-DT,LRP4,RGR,DISP1,TNFRSF10B,SLC25A48,WIPF1,PTGDS,GPNMB,VIM,GPR17,PECAM1,ZFP36,OSMR,SVIL,CNTN5
201,SLC26A5-AS1,GPC5,CPED1,SLCO1A2,CCL2,CD93,SLC2A9,SLC1A2,PCAT1,PXK,LINC02072,LINC02072,LINC01010,ATP1A2,ZFP36L2,SPON1,VAV1,FGD2,EGLN3,ARHGAP24,CCL2,GREM1,CSF1R,SLC35F4
202,COL4A1,SEMA3E,CYSLTR2,NKD1,AGBL1,PLCH1,TF,SLAMF6,ANLN,CHRM2,VWF,ZBTB20,CACHD1,RASGEF1B,PCAT1,HS3ST2,MECOM,PHF21B,PAWR,S100A10,TBX2,CGNL1,ATF3,CDH1
203,NDE1,CD9,SLCO1C1,SLCO2B1,FKBP5,ZNF385D,C21orf91,ADAM33,ROR1,NXPH2,KLHL1,PIP4K2A,CDKN1A,SDK1,MITF,AKAP13,PON2,SLCO2B1,CDKN1A,TMEM132C,CACHD1,ADGRL4,CABLES1,GLI2
204,EMP1,ADARB2,CECR2,PDE1C,SH3TC2,AGBL1,DISC1,CERNA2,RNF152,VAV3,ADGRV1,DAAM2,ZFHX4,PON2,DAPK2,LINC03002,LINC01317,LOC101926964,ITGA6,LINC00836,GLI2,CYBB,ADIPOR2,ITGB5
205,GPR37L1,LRRC1,ZC3HAV1,SLC6A12,FCGRT,SLAIN1,ADAM33,LYN,AASS,SYT6,FBXL7,KLHL1,THSD4,EMX2OS,RFTN2,C10orf90,ACSS1,ST8SIA6,IFITM2,PRDM16-DT,CXCL14,CPED1,KIF6,NHSL1
206,NOTCH2,SLC2A5,LINC00326,ERMN,F3,FOXO1,EYA2,RASGEF1B,SLC39A12,PHLDB1,LINC03069,MSN,NKAIN3,SYT6,ETNPPL,EPS8,EZR,ZNF804A,LINC01088,ANGPT1,STON2,LINC02511,TMEM123,RBM47
207,LAMA3,GREM1,WHRN,RGCC,MIR646HG,EDA,SLC25A48,TPD52L1,FLT1,NR4A3,MAML2,DISC1,PDGFD,CXCL14,RAB31,HCK,LOC102724768,GRIN2C,SRGN,AIF1L,HCK,MIR4300HG,DAAM2,EMP2
208,LAMA2,HPSE2,LRIG1,NKAIN3,CHI3L1,TMC6,CHODL,ITGA1,LINC01317,PLTP,PLPPR1,FOXO1,AHNAK,PRAM1,CDC42EP4,SEMA3E,CDC14A,PELI1,CD44,FOS,LINC00609,IFI27,STC1,ABTB2
209,RHOJ,TMEM156,CACHD1,RNF152,BTNL9,MBP,CPED1,EMP1,PSD2,L3MBTL4,PDGFD,SLC1A3,RUBCNL,LRMDA,GJA1,LINC00511,ARHGAP24,HS3ST5,VIM,RREB1,AGMO,HMOX1,LTBP1,CAPN3
210,CERCAM,LINC00472,DOCK5,LGR5,EDA,LY96,CD14,CALB2,STK32B,GLIS3,SGO1-AS1,ST18,ARHGAP31,ND6,COBLL1,SLC1A2,TNFRSF11B,CECR2,ADGRG1,HIF1A,COL5A3,HCK,GPR149,HSPB8
211,ANKRD44,COL5A3,ABCA1,ATP1A2,EPCAM-DT,PGR,KCNIP1,COL6A3,PLIN2,PTPRZ1,COBLL1,NXPH1,PRELID2,ACSS1,MBP,GLIS3,TFEB,ST6GALNAC3,KCNN3,DHRS3,HSPB8,TMEM98,GJA1,PLA2G4A
212,PTPRZ1,INPP5D,TMEM132C,H2BC4,PDZRN4,NPSR1,IRAK3,VIT,DEPP1,CNR1,XAF1,STAB1,CLIC1,LUZP2,SULF1,THBS1,TLR5,SDK1,KCTD12,TLR5,SLAMF6,COL5A3,GLI2,ANLN
213,FGL1,BACH1,SEMA6A,SRGAP1,GREM1,INPP5D,PDGFRB,AKR1C2,PDGFD,CD14,RBM47,FBLN1,NFIA,LINC01088,PDGFRB,CHI3L1,LAMA3,LINC01482,RBM47,PON2,HIPK2,AXL,PEAR1,LPAR1
214,SOCS3,FGR,PHYHD1,TMCC3,LINC02232,DCN,LGALS9,MRC2,PHLDB1,TNFAIP8,ADAP2,CDC42EP4,VIM,TANC1,PBX3,RYR3,ADGRL4,HSPA1B,TPD52L1,PDK4,OSMR,CREB5,CD99,PDZRN4
215,FOS,TNS1,SYTL4,TMEM98,CPB2-AS1,CALCRL,ZNRF3,TSHZ2,CYBA,LINC01500,ADM,SLC24A3,FOXP2,CBLN2,APCDD1,PHF21B,HLA-C,SLC7A2,QKI,EPSTI1,CECR2,TRIM38,TM4SF18,COL15A1
216,STK32A,CPA6,PDGFRB,EGFR,ANOS1,MSR1,CDH1,CD84,RBM47,STAB1,AQP4,TSHZ2,SYT6,SEMA6A-AS1,PELI1,LINC01931,NDE1,MEIS1,SRGAP1,HS3ST5,PRDM16,RGR,IFI16,LINC01098
217,KLF4,CTSC,CPNE2,LINC00463,CPAMD8,CHD7,SGCZ,ARHGAP25,EYA2,CD74,CSPG4,FBXL7,SPATA13,IL4R,FCGRT,CDH20,GJA1,CRYBG3,HEPACAM,GLUL,SLC39A12,FGD2,VEGFA,MARCHF3
218,BAG3,FPR3,F3,OLFML3,PCAT1,SHISA6,PTPRZ1,AHNAK,P2RY8,GPC5,FAM107A,VEGFA,AASS,SOCS6,SLC2A9,SERPINB9,CPQ,NR2F2-AS1,SHROOM4,MLPH,OTULINL,ID4,KIAA0040,LHFPL3
219,FAM107B,GBP2,SLC25A48,BHLHE41,SAMD9L,HCLS1,EMX2OS,ATP1B2,HMOX1,RNASE1,ARHGAP6,TANC1,ARHGAP24,H2BC8,FAM107A,SCIN,ANKRD44,SNTB1,ZFP36L1,CDKN2B-AS1,ADGRG1,PRDM16,NPSR1,EYA2
220,TRPM3,CDH20,PDGFB,DISP1,ZFP36L1,TRIM38,COL6A2,APOC2,DNAH11,KIAA1755,PCED1B-AS1,RAB31,COBLL1,MMD2,TNS3,PARD3,RNF220,CDH1,EZR,MSN,LINC00299,NWD1,ZIC4,CALB2
221,ADAMTS1,CABLES1,PPFIBP2,CLIC4,NHSL1,ATF3,DOCK5,GSN,EMX2OS,ANGPT1,RPS6KA1,ASPA,ST6GAL1,VAV1,CPVL,SLC7A7,LINC02742,CNTN2,DISP1,LINC01630,CXCL16,SNTB1,GFAP,WNT5A
222,ATP10B,TXNIP,LRP4,CYBA,LINC00548,RNF125,SRGAP1,LINC01480,ROR2,KIF19,CD14,TNFAIP8,BOK,PLEKHH1,FOLH1,CECR2,KCTD12,ADAMTS9-AS2,CD74,ABTB2,BNC2,CD3G,BAG3,PRKCQ
223,AGBL1,RYR3,MID1,DTHD1,ACSS1,TSPAN15,RGCC,B4GALT1,SLC1A3-AS1,CLDN11,RGS5,LINC00276,TXNIP,PLEK,TF,PTPRZ1,MYT1,EGLN3,LINC02884,PTH1R,LRRC63,IL4R,ANKRD44,CDKN2B-AS1
224,CHST3,CIITA,LRRC3B,LINC00299,RAB20,RGS12,SEMA3C,RUNX1,GALNTL6,AKAP13,ADAMTS9-AS2,OTULINL,GNG12,HSPA1A,SYNPR,EMX2OS,ZFHX4,CGNL1,CACHD1,PTAFR,SLC2A9,KIAA0040,TNFRSF10D,SLC19A1
225,NDRG2,PTCHD4,GPX3,ND6,NKAIN3,ADAMTS14,ERBB4,RANBP3L,TMEM63A,RGS5,LINC01748,ITPR2,PRDM16,ABCA1,HCK,MAN2A1,MID1,PLTP,ALDH1A1,DOCK5,NLRP1,SELPLG,AGBL1,ABCA8
226,CXCL14,IKZF1,MSR1,PI16,RMST,BCHE,CD74,MARCHF3,TBXAS1,FCGR2A,CPNE2,ADGRD1,CGNL1,GNLY,AHNAK,DOCK5,TRIM56,NOS1,LINC01265,NDE1,PRELID2,APOD,ATP11C,HLA-E
227,BBOX1,CCR5,GPR37L1,GPNMB,NEK3,MT1A,ACSBG1,SOCS6,PTGDS,ADGRV1,LINC00924,OBI1-AS1,TLL1,GEM,RIN2,LOC285626,CAPN3,SDC4,HMOX1,LAT2,ARHGAP22,CD7,ARHGAP6,ANGPTL4
228,NAMPT,TRIM56,KIAA1755,SYTL3,KAT2B,HES5,ST18,TTYH2,TANC1,ID1,UTRN,ANKRD44,IRAK3,PARD3B,TENM1,NDRG2,MIR3681HG,EFHD1,SPATA13,PDLIM5,SYT6,ADAP2,LINC03069,ENPP2
229,CP,IRAK3,CLDN11,PHLPP1,PARP9,LTBP1,YAP1,KLHL1,IGFBP7,LITAF,PTPRZ1,DAPK2,HLA-C,ERBB3,FGFR2,THSD7A,OLIG2,F3,IFITM3,SEMA3E,PECAM1,ATP10B,DEPP1,HSPA1B
230,ALPK1,SLC2A9,NOTCH2,HDAC2-AS2,VSIR,TYROBP,EBF1,PDGFRA,SELPLG,ATP10A,LINC03048,PPFIBP2,EMC10,ABTB2,DOCK10,ANLN,LINC01098,CHD7,GSN,BCHE,NXN,LRRC1,TGFBR1,TBXAS1
231,SERPINA3,SIGLEC8,COL4A4,EGLN3,TNS1,PBX3,PSD2,ABCA1,LRRC63,CYBRD1,OLIG1,RASGEF1C,EFHD1,ZIC1,PREX1,KCTD12,TTYH2,SP100,IL4R,PLCE1,MID1,EPAS1,PKP2,F3
232,ZHX2,TMC6,FYB1,OAF,LINC02432,HSPB1,GABRE,SNTB1,TBC1D16,NDST4,PBX3,MECOM,PDGFRA,PDGFD,TRIM59,ABCB1,CACHD1,LINC01470,NLRP1,LINC02072,FCGBP,TBC1D16,EDA,EMX2OS
233,LINC01482,VAV1,GEM,SLC26A5-AS1,DUSP1,ST18,WHRN,IL18R1,LINC00548,MYOF,RNASET2,RUBCNL,LRRC63,MIR646HG,DISP1,FOS,PRDM16-DT,FOS,LINC00877,PDGFD,LINC02884,GLUL,FBLN1,CDK18
234,PDE3A,HYCC1,C10orf90,ZNF385D,CYBRD1,HES1,MID1,LINC02997,ALDH1A1,CDH1,SLC2A3,EMX2OS,PLEKHH1,FCGBP,LYN,PDGFRB,SLC16A12,OLIG2,RHOJ,AEBP1,FGD4,TFPI,SLC6A20,KCNJ10
235,PI16,LPCAT2,SLC44A1,SLC1A2,SNTB1,CRYAB,ROR1,LOC105370532,TSHZ2,ROR2,ABCA8,VRK2,PCDH15,NPFFR2,IL17RA,HSPB1,GLUL,HIPK2,PRDM16,DSEL-AS1,CA8,TNFSF10,DAPK2,MAN2A1
236,C3,LOC105371366,ST18,FGF1,ITGB5,EPS8,LINC01416,NLRC5,PELI1,VEGFA,C4orf19,H2AC6,GJA1,EPCAM-DT,TMT1A,SYTL3,ST6GAL1,ACSBG1,FAM177B,SLC12A7,LUZP2,PELI1,NDRG1,MSR1
237,CRYAB,CARD8,IFITM3,HGF,ACSL1,BAG3,PDLIM5,ZNF804A,FGD3,SLC19A1,EMID1,LINC00540,LOC124903183,CYP27A1,EMX2OS,FOXP2,FHL5,RGS1,CXCL14,KCNE4,TPRG1,CARD11,SIGLEC10,MTUS1
238,CD34,RAB20,CA8,C1QC,LRMDA,PLEKHH1,RMST,WWTR1,LAPTM5,C4orf19,BACH1,MMD2,ENTREP1,TBC1D16,ROBO2,SVIL,CLDND1,TNS3,LINC00924,CAPN3,KIAA1217,MPEG1,LINC02997,SULF2
239,ZNF385D,SLC25A18,VRK2,NCKAP5,SCHLAP1,GATA2,ZFHX4,ADCY7,CXCL14,SCD,LINC02742,BCL6,DISP1,SLC1A3-AS1,ID4,P2RX1,CERCAM,IRAK3,FOXP2,LAMA4,PDGFD,FGFR2,MLPH,STK32A
240,TSPAN15,NKAIN3,RIN2,PBX3,TRPM3,TMT1A,KLHL1,PARD3,CACHD1,ERMN,QKI,PLEKHH1,LINC01179,TBX3,TRIM22,NDRG1,ZNF804A,SERPINE1,LINC01179,MYO10,SH3TC2-DT,YBX3,LIF,LOC101927141
241,ALK,TLR6,TNS1,SEMA3E,ARRDC5,LITAF,NOS1,SPP1,MAF,RGCC,DEPP1,ELF1,TMTC2,LOC105370532,PCSK5,GPRIN3,APCDD1,UTRN,CALCRL,FCGRT,CDC14A,HMCN1,LINC01265,YAP1
242,LINC03069,TNFRSF10B,RHOJ,ZC3HAV1,CBLN2,CD82,ZFP36L1,RNF220,NXPH1,POLR2F,ALDH1L1,PDGFRA,WIF1,SIGLEC11,KCNE4,PPFIBP2,RAB20,RASGEF1C,SLC35F4,PREX1,HLA-E,CHI3L1,TRABD2B,AGMO
243,ND6,KCNK13,CD99,SHROOM4,CASC17,GCNT2,HIP1,LINC02172,CTSB,XYLT1,BAG3,FAM107A,ERBIN,SLC2A1,CDKN1A,THSD7B,LINC01091,TSPAN15,HS3ST5,ADAMTS1,LINC01470,ARHGAP22,NLRC5,CYBRD1
244,GLUL,FAM149A,GLI3,PEAR1,ANXA8,ZFP36,TMTC2,PLPP4,ST18,CLIC4,ADGRG1,ZHX2,IPCEF1,SMOC1,ANGPT1,TENM1,SAMD3,TPD52L1,MGC4859,OLIG2,PHYHD1,SELENOP,TMC6,EBF1
245,WWTR1,TRPS1,HIF1A,SRGAP2B,HOXB3,HYCC1,ATP1B2,SUSD3,ZHX2,LINC01630,LRP4,ADAM33,NWD1,OLMALINC,MSN,LINC00609,LRP4,ITIH5,LRP4,CD14,ZBTB20,LINC02742,ENG,HIP1
246,FCGRT,FAM114A1,CDH1,HS3ST2,AKAP13,SLC5A11,LINC01500,LOC124903183,STK32A,THSD7A,SLC1A3-AS1,LINC00877,TGFB2,ENTREP1,EFHD1,MMD2,ARHGAP31,MRC2,SCIN,MIR4300HG,OLIG2,SEMA3C,GPC5,HS3ST4
247,H2AC6,TFRC,LPAR5,MMD2,GNA14,AQP4,TXNIP,CD74,KANK1,ZC3HAV1,LOC105377448,ARHGAP24,MCAM,ALOX5AP,COL9A2,LINC01470,STX11,HSPA6,LINC01684,MYOF,PON2,TPD52L1,ADAMTS1,TTYH2
248,EMX2,ARHGAP30,LRRC1,PLPP2,CACHD1,KCNE4,AGMO,IL17RA,MRC1,ITGB5,HCK,CD99,CXCR4,SLC31A2,RBM47,ZNF385D,ADIPOR2,SOX6,CDC14A,CREB5,LINC02798,ENOX2,TNS3,STAB1
249,NIBAN1,KAT2B,VCAN,IFITM3,LOC105377862,CFAP418-AS1,NHSL1,ATF3,DOCK5,SLC5A11,SAMD4A,NDE1,TSHZ2,THSD7A,ARHGAP24,RERG,FBXL7,LINC02884,TGFBR2,CDH1,LYPD6,LOC102724768,ROR2,ZFP36L2
250,TMTC2,ANKRD44,KCTD12,RFX4,HIPK2,MCAM,ITGAX,KLF4,PHYHD1,UTRN,STK32B,BACH1,CDK18,IFITM3,ZHX2,PRDM16,NOS1,PLCG2,PREX1,NHSL1,THSD7B,CDKN1A,CLDND1,CABLES1
251,TMEM63A,SIGLEC11,PARD3B,PARP14,LINC00906,SH3TC1,KAT2B,MOBP,LINC01088,HMOX1,MEIS1,TPD52L1,C3,OLIG2,EGLN3,FCER1G,CACNG5,SLC2A5,PCAT1,FYB1,ABI3,ACSBG1,TBXAS1,TRPS1
252,LINC01821,CD163L1,PITPNC1,RREB1,RGS10,LYL1,MSR1,MEIS1,CNTN2,PHF21B,STOM,CLMN,PAQR5,MX2,KANK1,LOC102546299,SLC12A7,SELPLG,LYL1,PNOC,TLL1,RPS6KA1,TAGLN2,RIPOR3
253,VEGFA,ENOX2,LY96,ATP6V0D2,CTSZ,RIN3,CALB2,FGL1,STAB1,PARD3B,CHD7,HLA-C,HEPACAM,EZR,LRRC3B,FAM107A,PLIN2,FYB1,DOCK5,PALD1,LRP4,CALB2,PAPLN,MYO10
254,ADAMTS9-AS2,NOTCH2,HGF,SGO1-AS1,PWRN1,POLR2F,HLA-E,THSD7B,CYSLTR2,DOCK10,NOTCH2,SELPLG,PTGDS,GLI2,RASSF2,ND6,LINC00609,CHRNA7,LAMA3,SLC22A3,NDRG1,CCK,TMEM63A,ARHGAP25
255,PPFIBP2,IQGAP2,CXCL14,STOM,SLCO2B1,TFEB,ZFP36L2,SELENOP,RGL3,HCK,RNF220,CLEC7A,PADI2,INPP5D,FSHR,H2AC6,OBI1-AS1,SLC25A18,GLUL,MEIS1,HS3ST5,SFMBT2,HLA-E,STON2
256,NKD1,MORC1,C1QB,RGS20,RBM47,USP53,MYO15B,PLPP3,WHRN,TBXAS1,RUNX1,MLPH,ZNRF3,PRELID2,ALDH1A1,MRC1,AQP4,PARVG,IKZF1,LINC01098,SASH1,SLC39A12,TANC1,CRYAB
257,SAMD3,SRGAP2,HCLS1,LINC02694,MAML3,DOCK5,SLC39A12,POSTN,FOS,IGFBP5,TLR7,UGT8,SIGLEC9,SNTB1,LINC01265,PLD4,FGD3,PLPPR1,ITGA8,ETNPPL,ZFHX3,LEF1,FBXL7,STEAP1B
258,HSPB8,LINC01317,IGFBP7,KCNN3,SDC4,CDKN1C,TNFAIP8,DACH2,C10orf90,ABTB3,BMP7,NDRG2,SLCO1C1,EGFR,NLRP1,LITAF,AOAH,BCHE,AQP4,LNCAROD,CDKN1A,SLC6A12,USP6NL,FLT1
259,CDC14A,ABCA1,ZBTB20,IL17RA,LHCGR,SAT1,XAF1,PRELP,RGCC,ADAMTS1,PWRN1,SH3BP4,LINC00326,SELENOP,ABCA1,GAB3,PARP9,TMT1A,KCNH8,XYLT1,MYOF,DDIT4,ENOX2,BGN
260,CTSB,ACSBG1,PTPRZ1,ZFP36,SLA,ANXA3,CDC14A,NIBAN1,LRRC3B,SPON1,LINC00548,HPSE2,FRMD4B,HMOX1,ALOX15B,EFEMP1,MARCHF3,SYTL3,SYNE2,MITF,FYB1,LAT2,CD55,SYTL4
261,TBC1D16,VSIR,SCD,GNG12-AS1,TNFRSF1B,CDK18,RAB20,CHST11,MT1G,LINC03002,KIF26B,RELN,LURAP1L-AS1,DISC1FP1,SLC25A18,CD74,IGFBP5,ENTREP1,THSD4,GRIK1,RGCC,NKD1,TBX18,CRISPLD2
262,TNFRSF11B,MYO1F,HIPK2,HPSE2,LEF1,CD163,EZR,PARD3B,FYB1,PLSCR1,SLAIN1,RGMA,CYBB,TNS3,EYA2,PLAAT3,DOCK1,CTNNA3,EMID1,FIRRE,CHST3,IGFBP5,OAF,PARD3
263,LINC01088,IFI16,HSPB8,SRGAP2,NLRP1,KIF6,RHBDF2,GJA1,ADAMTS9,GLI3,NDRG2,DOCK5,CBLN2,PRELP,CYBA,ZFP36L2,FCGRT,UST,EYA2,NKD1,MEGF10,LRP4,FCGR3A,TFEB
264,ADARB2,KCTD12,RAB31,MIR4527HG,LOC102546299,FN1,AOAH,MCTP2,RNASET2,LTC4S,SLC16A9,LRRC63,PLAAT3,SLC6A20,LINC02642,GRIN3A,GYPC,UGT8,TF,PHF21B,HLA-DRA,PARP9,TPD52L1,ROR1
265,ATF3,SYNE2,STAB1,ELF1,PLIN2,GIMAP5,MTUS1,ACSBG1,KCTD12,YAP1,SLC7A2,ATP8B4,ITGAX,STOM,STX11,PELI1,GASK1B-AS1,BST2,TBXAS1,PCDH15,OBI1-AS1,ELF1,VAV3,SYK
266,PRIMA1,TMEM63A,ZFP36L2,LINC00499,LINC01821,NXPH2,ACY3,LILRB2,CAPN3,PSD2,LHFPL2,MSR1,CLMN,LUCAT1,KLHL6,SRGAP1,ATP10B,RANBP3L,FGD2,SCD,ATP11C,COL4A4,HILPDA,SCIN
267,HLA-B,SLC39A12,C1QC,SP110,INPP5D,SRARP,SRARP,TASL,CA2,RGL3,LOC105370532,PLCH1,OLIG1,ZHX2,FCER1G,C8orf34,CD4,LRP4,ADAM33,ZNF804A,FCGRT,FYB1,AQP1,DOCK5
268,RGR,BAG3,WIPF1,ZFHX4,LAPTM5,TAC1,STK32A,MERTK,SCD,FIRRE,GRAP2,LYN,TENT5A,SEMA5A,CLEC7A,PALD1,NDRG2,FKBP5,MIR646HG,RHOH,TGFB2,RGMA,PYCARD,IFI16
269,THEMIS,SLC44A1,FGF2,MGAM,GIMAP5,FBXL7,PMP2,CYTIP,SLC4A4,AHNAK,KANK1,YBX3,FBXL7,LAT2,SNTB1,PCDH15,CD38,ATP10A,GPR4,F3,CERCAM,HCLS1,IER3,PRELID2
270,CECR2,CD180,SMOC1,SLC2A9,APOLD1,PTPRZ1,CA2,LCP2,LINC00639,EPCAM-DT,NTNG1,SGO1-AS1,LRRC1,LINC00511,GPNMB,DSEL-AS1,LINC02884,XYLT1,LINC02232,SERPINE1,CDKN1C,OBI1-AS1,OSMR,ADAM28
271,COL5A3,DACH2,PRDM16,MIR4300HG,COL4A1,DDIT4,SOX6,MIR4300HG,CLIC4,GALNTL6,EMX2OS,SPATA13,PTCHD4,TRPS1,CECR2,CHRM2,TBXAS1,PECAM1,DIPK1C,CD84,ST18,SH3TC1,MAF,TBC1D16
272,CBLN2,NCF1,SLAMF6,CRYAB,MIR4527HG,CH25H,CD36,SLC7A5,FCGBP,TMEM63A,SLC19A1,CYBA,MGC4859,SEPTIN4-AS1,PAQR5,FAM177B,NCKAP1L,ARHGAP22,KANK1,LRMDA,RBM47,MYO1E,P2RX1,LINC01470
273,RGL3,BLNK,MECOM,CLDND1,PARD3,CASP4,GALNTL6,CAPN3,ST6GALNAC3,TMCC3,ANLN,FAM177B,FAM177B,CTSB,GRAP2,GNG12,BMPR1B,CD82,ATP1A2,STK32B,PRUNE2,TINAGL1,BST2,LTBP1
274,RUNX1,NDRG1,SOX6,RCSD1,CLMN,CTSB,LYN,MGC4859,CLIC1,H2BC8,C1QB,MYL9,NCKAP5,KIAA1755,MEIS1,LINC00836,IFITM3,LRRC3B,ATP11C,LINC01088,ITPR2,PLSCR4,ALDH1L1,MEIS1
275,LINC02072,SASH3,HMOX1,MAML3,BAG3,GIMAP8,MLPH,NDST4,PON2,ZNF804A,MSN,PHF21B,RGS5,DAPK2,FGFR3,EMP2,PHLDB1,EPS8,CHD7,LOC101927141,ADAM33,CBLN2,TBC1D16,SLC25A48
276,FGF2,LOC613266,ABCA2,FAM107A,MGC4859,LINC02240,KCTD12,IKZF1,CTXND1,CALB2,RANBP3L,BAG3,LAMA3,MSR1,CPNE2,KMO,ITPR2,NKAIN3,CPB2-AS1,APOC1,IGFBP7,MIR4527HG,HSPA1B,INPP5D
277,SLC5A11,SUCLG2,CD74,VRK2,TMTC2,PHLPP1,GSN,DOCK5,PMP22,HSPA6,GRIN3A,EMID1,FOXO1,RGS5,XYLT1,ERBIN,ADGRD1,LRRC32,SLC2A9,TTR,BCL6,LINC01324,DHRS3,TTR
278,SLC44A1,ND6,RASSF8,APCDD1,RHOU,LAMA2,OLIG1,NAMPT,LTBP2,ABTB2,TBC1D16,THBS2,MEPE,EYA1,IFI44L,GREM1,INPP5D,SEMA5A,CDH1,CLIC4,SLC25A18,GPRIN3,HLA-C,AIF1L
279,CYBRD1,SLC31A2,CNTN2,CNKSR3,TLL1,GLUL,PAWR,MEGF10,MRC2,TF,ATP8B4,SDK1,CA2,ZCCHC24,RGS20,SPATA13,DAPK2,SPP1,EPS8,LINC00968,NWD1,TRPC3,ADARB2,LGALS9
280,HSPA2,MAF,TXNIP,DBNDD2,IL1R1,NDE1,TRIM59,KIF26B,HSPB1,FAM177B,SEMA3C,ITPKB,CR1,ITIH5,KYNU,SEMA6A,KLF2,SEMA3E,CRYAB,NWD1,PTCHD4,GPR37L1,TTR,NDE1
281,PCDH11Y,GPX3,WIF1,GASK1B-AS1,PPFIBP2,RPS6KA1,NLRC5,VWF,GSN,ZCCHC24,LHFPL3,LINC00351,ZNF804A,FOS,H2BC8,SAMMSON,PLD1,PDGFD,NRXN1-DT,LY96,C10orf90,SCIN,IL4R,TFEC
282,PAWR,PIK3CG,SLC12A7,GRAP2,BEST1,ZFP36L2,RFTN2,SYK,WIF1,SLCO1A2,SIPA1,ITGB5,TRIM59,ALDH1L1,P2RX1,TSPAN15,RUNX1,CYBA,LOC101927560,EBI3,ADAP2,ST6GALNAC3,TYMP,CSRP1
283,LOC100507336,TNFSF8,IQGAP2,KANK1,CDH20,TTR,ZBTB20,CPB1,TLR10,FRMD4B,PON2,FRMD4B,PLIN5,CDC14A,ROR1,CDKN2B-AS1,KCNN3,LINC02798,NLRC5,DEPP1,MIR646HG,TBX15,CNTN2,SGO1-AS1
284,CD74,ZNF366,IPCEF1,PRELID2,ST6GAL1,SYTL3,AEBP1,LTBP1,EDNRA,CD58,HIF1A,COL4A5,DOCK1,CACHD1,LOC285626,NTNG1,GBP2,AHNAK,BCL6,AKAP13,HSPA6,ITGB2,SLC22A3,NWD1
